Name,Year,Quarter,Count
ocaml,2018,4,1893
erlang,2018,4,1882
dockerfile,2018,4,1808
coffeescript,2018,4,1770
r,2018,4,1406
vim script,2018,4,1366
starlark,2018,4,1123
scss,2018,4,1101
puppet,2018,4,1003
jsonnet,2018,4,949
tsql,2018,4,842
julia,2018,4,818
fortran,2018,4,732
matlab,2018,4,623
plpgsql,2018,4,599
cmake,2018,4,567
hcl,2018,4,562
f#,2018,4,542
vala,2018,4,542
mirc script,2018,4,517
freemarker,2018,4,508
apex,2018,4,479
jinja,2018,4,469
crystal,2018,4,436
visual basic .net,2018,4,433
tex,2018,4,422
roff,2018,4,397
bitbake,2018,4,395
coq,2018,4,388
xslt,2018,4,380
gherkin,2018,4,353
smalltalk,2018,4,345
abap,2018,4,309
nunjucks,2018,4,296
smarty,2018,4,248
perl 6,2018,4,238
batchfile,2018,4,237
yaml,2018,4,228
haxe,2018,4,227
qml,2018,4,221
elm,2018,4,211
webassembly,2018,4,210
common lisp,2018,4,194
assembly,2018,4,180
mustache,2018,4,178
pascal,2018,4,174
scheme,2018,4,174
purescript,2018,4,165
digital command language,2018,4,164
nim,2018,4,156
d,2018,4,154
plsql,2018,4,142
stylus,2018,4,138
m4,2018,4,135
glsl,2018,4,133
saltstack,2018,4,132
visual basic,2018,4,129
sourcepawn,2018,4,128
markdown,2018,4,119
swig,2018,4,113
raku,2018,4,102
llvm,2018,4,100
python,2019,1,192281
javascript,2019,1,186107
java,2019,1,105219
go,2019,1,91038
typescript,2019,1,80806
c++,2019,1,76323
ruby,2019,1,66036
php,2019,1,58637
c#,2019,1,39355
c,2019,1,35383
html,2019,1,30450
shell,2019,1,21814
scala,2019,1,15125
swift,2019,1,11540
kotlin,2019,1,10202
css,2019,1,9828
nix,2019,1,8675
jupyter notebook,2019,1,7482
rust,2019,1,7227
dart,2019,1,6020
objective-c,2019,1,5112
groovy,2019,1,4520
elixir,2019,1,4177
dm,2019,1,3702
clojure,2019,1,3073
lua,2019,1,3051
vue,2019,1,3037
perl,2019,1,2831
makefile,2019,1,2492
powershell,2019,1,2129
ocaml,2019,1,2055
haskell,2019,1,1838
starlark,2019,1,1818
emacs lisp,2019,1,1767
dockerfile,2019,1,1752
r,2019,1,1647
vim script,2019,1,1549
coffeescript,2019,1,1417
erlang,2019,1,1395
jsonnet,2019,1,1318
puppet,2019,1,1242
scss,2019,1,1195
hcl,2019,1,940
tsql,2019,1,912
julia,2019,1,880
matlab,2019,1,833
jinja,2019,1,738
f#,2019,1,679
fortran,2019,1,672
tex,2019,1,624
plpgsql,2019,1,550
apex,2019,1,525
cmake,2019,1,520
coq,2019,1,471
gherkin,2019,1,465
abap,2019,1,455
smarty,2019,1,448
visual basic .net,2019,1,443
mirc script,2019,1,394
bitbake,2019,1,390
vala,2019,1,364
lean,2019,1,361
roff,2019,1,348
smalltalk,2019,1,305
crystal,2019,1,298
xslt,2019,1,283
batchfile,2019,1,255
mustache,2019,1,249
yaml,2019,1,237
freemarker,2019,1,233
purescript,2019,1,218
glsl,2019,1,186
scheme,2019,1,178
webassembly,2019,1,177
plsql,2019,1,176
common lisp,2019,1,172
haxe,2019,1,172
qml,2019,1,169
perl 6,2019,1,167
elm,2019,1,162
nunjucks,2019,1,153
swig,2019,1,145
stylus,2019,1,141
visual basic,2019,1,135
pascal,2019,1,135
saltstack,2019,1,132
sqf,2019,1,120
nim,2019,1,119
llvm,2019,1,117
rich text format,2019,1,116
raku,2019,1,115
markdown,2019,1,112
m4,2019,1,105
assembly,2019,1,104
python,2019,2,194925
javascript,2019,2,192195
java,2019,2,109730
go,2019,2,92480
typescript,2019,2,83985
c++,2019,2,77842
ruby,2019,2,65185
php,2019,2,58828
c#,2019,2,41665
c,2019,2,32583
html,2019,2,28919
shell,2019,2,21721
scala,2019,2,15849
swift,2019,2,12428
kotlin,2019,2,10666
css,2019,2,10087
nix,2019,2,9312
jupyter notebook,2019,2,8850
rust,2019,2,8094
dart,2019,2,6923
objective-c,2019,2,5573
elixir,2019,2,5395
dm,2019,2,4652
groovy,2019,2,4606
vue,2019,2,3602
starlark,2019,2,3589
ocaml,2019,2,2981
makefile,2019,2,2905
clojure,2019,2,2799
perl,2019,2,2614
lua,2019,2,2517
powershell,2019,2,2034
haskell,2019,2,1937
scss,2019,2,1685
emacs lisp,2019,2,1592
dockerfile,2019,2,1513
coffeescript,2019,2,1471
erlang,2019,2,1399
vim script,2019,2,1339
r,2019,2,1320
jsonnet,2019,2,1277
puppet,2019,2,1144
jinja,2019,2,1091
tsql,2019,2,931
hcl,2019,2,919
matlab,2019,2,750
smarty,2019,2,687
f#,2019,2,607
fortran,2019,2,595
julia,2019,2,579
yaml,2019,2,578
lean,2019,2,563
plpgsql,2019,2,524
tex,2019,2,490
cmake,2019,2,457
smalltalk,2019,2,454
apex,2019,2,413
visual basic .net,2019,2,410
gherkin,2019,2,395
mirc script,2019,2,385
webassembly,2019,2,368
bitbake,2019,2,343
crystal,2019,2,313
coq,2019,2,300
elm,2019,2,289
vala,2019,2,270
freemarker,2019,2,269
xslt,2019,2,249
common lisp,2019,2,243
roff,2019,2,228
abap,2019,2,218
sourcepawn,2019,2,209
raku,2019,2,194
plsql,2019,2,192
glsl,2019,2,192
stylus,2019,2,189
scheme,2019,2,187
assembly,2019,2,179
mustache,2019,2,175
qml,2019,2,174
nunjucks,2019,2,174
haxe,2019,2,173
purescript,2019,2,165
saltstack,2019,2,163
perl 6,2019,2,160
visual basic,2019,2,147
coldfusion,2019,2,146
sqf,2019,2,138
systemverilog,2019,2,137
rich text format,2019,2,136
d,2019,2,136
llvm,2019,2,135
pascal,2019,2,124
openedge abl,2019,2,123
objective-c++,2019,2,121
batchfile,2019,2,115
m4,2019,2,110
nim,2019,2,105
unrealscript,2019,2,105
f*,2019,2,103
javascript,2019,3,200008
python,2019,3,183282
java,2019,3,106327
go,2019,3,94910
typescript,2019,3,83534
c++,2019,3,75354
ruby,2019,3,62378
php,2019,3,55042
c#,2019,3,37212
c,2019,3,31865
html,2019,3,25928
shell,2019,3,19999
scala,2019,3,19017
nix,2019,3,10506
rust,2019,3,10127
kotlin,2019,3,10100
swift,2019,3,9717
css,2019,3,8554
jupyter notebook,2019,3,8441
dart,2019,3,7893
objective-c,2019,3,5558
elixir,2019,3,4984
starlark,2019,3,4781
groovy,2019,3,4455
dm,2019,3,4277
vue,2019,3,3441
perl,2019,3,2820
clojure,2019,3,2670
makefile,2019,3,2659
lua,2019,3,2591
ocaml,2019,3,1992
haskell,2019,3,1905
coffeescript,2019,3,1715
scss,2019,3,1712
powershell,2019,3,1690
emacs lisp,2019,3,1605
dockerfile,2019,3,1556
vim script,2019,3,1331
r,2019,3,1289
erlang,2019,3,1215
hcl,2019,3,903
puppet,2019,3,888
jsonnet,2019,3,830
julia,2019,3,709
smarty,2019,3,671
lean,2019,3,633
systemverilog,2019,3,605
jinja,2019,3,581
fortran,2019,3,538
yaml,2019,3,516
apex,2019,3,512
matlab,2019,3,499
tsql,2019,3,487
visual basic .net,2019,3,473
f#,2019,3,427
smalltalk,2019,3,374
plpgsql,2019,3,367
stylus,2019,3,366
tex,2019,3,361
mirc script,2019,3,353
nunjucks,2019,3,348
bitbake,2019,3,344
gherkin,2019,3,340
roff,2019,3,331
freemarker,2019,3,318
vala,2019,3,298
coq,2019,3,298
cmake,2019,3,281
crystal,2019,3,278
webassembly,2019,3,273
xslt,2019,3,265
elm,2019,3,263
abap,2019,3,260
scheme,2019,3,240
saltstack,2019,3,240
coldfusion,2019,3,193
objective-c++,2019,3,186
haxe,2019,3,186
mustache,2019,3,178
raku,2019,3,168
common lisp,2019,3,168
purescript,2019,3,166
qml,2019,3,152
sourcepawn,2019,3,150
glsl,2019,3,146
plsql,2019,3,139
assembly,2019,3,135
pascal,2019,3,132
rich text format,2019,3,128
perl 6,2019,3,124
d,2019,3,119
batchfile,2019,3,118
genshi,2019,3,117
nim,2019,3,116
blade,2019,3,107
sqf,2019,3,105
javascript,2019,4,209556
python,2019,4,200425
java,2019,4,114364
go,2019,4,94630
typescript,2019,4,90379
ruby,2019,4,77021
c++,2019,4,75606
php,2019,4,61066
c#,2019,4,41040
html,2019,4,32050
c,2019,4,31651
shell,2019,4,20998
scala,2019,4,19466
css,2019,4,11537
nix,2019,4,11194
kotlin,2019,4,10266
swift,2019,4,10056
rust,2019,4,10031
jupyter notebook,2019,4,8815
dart,2019,4,8035
starlark,2019,4,7042
objective-c,2019,4,5343
dm,2019,4,4744
groovy,2019,4,4329
elixir,2019,4,4153
vue,2019,4,3636
perl,2019,4,3058
makefile,2019,4,2727
clojure,2019,4,2389
lua,2019,4,2288
emacs lisp,2019,4,2153
ocaml,2019,4,2122
powershell,2019,4,1854
haskell,2019,4,1811
dockerfile,2019,4,1743
scss,2019,4,1634
vim script,2019,4,1581
coffeescript,2019,4,1550
systemverilog,2019,4,1359
erlang,2019,4,1348
hcl,2019,4,1281
r,2019,4,1230
puppet,2019,4,907
jsonnet,2019,4,817
yaml,2019,4,786
smarty,2019,4,769
f#,2019,4,691
tsql,2019,4,688
julia,2019,4,670
lean,2019,4,639
matlab,2019,4,613
plpgsql,2019,4,542
fortran,2019,4,527
abap,2019,4,505
stylus,2019,4,490
jinja,2019,4,482
bitbake,2019,4,473
gherkin,2019,4,472
json,2019,4,460
apex,2019,4,428
cmake,2019,4,416
mirc script,2019,4,406
tex,2019,4,391
freemarker,2019,4,342
roff,2019,4,341
vala,2019,4,329
smalltalk,2019,4,310
webassembly,2019,4,310
assembly,2019,4,304
crystal,2019,4,287
visual basic .net,2019,4,278
elm,2019,4,275
common lisp,2019,4,257
coq,2019,4,241
haxe,2019,4,227
pascal,2019,4,221
verilog,2019,4,213
nunjucks,2019,4,213
qml,2019,4,205
xslt,2019,4,201
swig,2019,4,197
raku,2019,4,194
mustache,2019,4,175
objective-c++,2019,4,171
saltstack,2019,4,166
glsl,2019,4,124
d,2019,4,122
plsql,2019,4,120
nim,2019,4,117
genshi,2019,4,116
markdown,2019,4,110
batchfile,2019,4,108
python,2020,1,198666
javascript,2020,1,194914
java,2020,1,130135
go,2020,1,104381
typescript,2020,1,97107
c++,2020,1,81831
ruby,2020,1,77022
php,2020,1,59297
c#,2020,1,42113
c,2020,1,33533
html,2020,1,29170
shell,2020,1,21398
scala,2020,1,20963
nix,2020,1,12677
css,2020,1,11298
kotlin,2020,1,11267
rust,2020,1,11008
swift,2020,1,10109
jupyter notebook,2020,1,9633
dart,2020,1,7238
starlark,2020,1,6709
dm,2020,1,5458
groovy,2020,1,5000
objective-c,2020,1,4982
elixir,2020,1,4302
perl,2020,1,2963
vue,2020,1,2579
makefile,2020,1,2570
lua,2020,1,2424
clojure,2020,1,2258
emacs lisp,2020,1,2117
haskell,2020,1,1989
ocaml,2020,1,1934
powershell,2020,1,1909
scss,2020,1,1893
vim script,2020,1,1855
dockerfile,2020,1,1792
coffeescript,2020,1,1707
systemverilog,2020,1,1586
hcl,2020,1,1320
erlang,2020,1,1293
julia,2020,1,1200
r,2020,1,1066
puppet,2020,1,1025
yaml,2020,1,940
lean,2020,1,827
jinja,2020,1,775
jsonnet,2020,1,764
smarty,2020,1,742
fortran,2020,1,642
matlab,2020,1,568
f#,2020,1,521
tsql,2020,1,510
bitbake,2020,1,502
plpgsql,2020,1,495
cmake,2020,1,422
visual basic .net,2020,1,414
elm,2020,1,401
tex,2020,1,389
gherkin,2020,1,347
mirc script,2020,1,321
vala,2020,1,320
stylus,2020,1,306
json,2020,1,299
webassembly,2020,1,281
abap,2020,1,263
xslt,2020,1,234
coq,2020,1,234
freemarker,2020,1,232
verilog,2020,1,227
roff,2020,1,224
crystal,2020,1,213
assembly,2020,1,199
qml,2020,1,198
saltstack,2020,1,196
nim,2020,1,190
raku,2020,1,189
common lisp,2020,1,188
smalltalk,2020,1,184
gdscript,2020,1,176
swig,2020,1,174
plsql,2020,1,166
purescript,2020,1,165
haxe,2020,1,125
unrealscript,2020,1,123
codeql,2020,1,120
q,2020,1,114
glsl,2020,1,111
llvm,2020,1,108
markdown,2020,1,102
sourcepawn,2020,1,101
javascript,2020,2,217497
python,2020,2,216155
java,2020,2,143342
go,2020,2,111569
typescript,2020,2,106263
c++,2020,2,89203
ruby,2020,2,78918
php,2020,2,63502
c#,2020,2,45316
c,2020,2,37046
html,2020,2,29581
shell,2020,2,25082
scala,2020,2,19581
nix,2020,2,13743
rust,2020,2,12337
css,2020,2,11523
kotlin,2020,2,11030
swift,2020,2,10213
jupyter notebook,2020,2,9313
starlark,2020,2,8068
dart,2020,2,7255
objective-c,2020,2,5017
groovy,2020,2,4903
elixir,2020,2,4575
dm,2020,2,4179
vue,2020,2,3402
perl,2020,2,2996
makefile,2020,2,2794
lua,2020,2,2694
emacs lisp,2020,2,2606
clojure,2020,2,2420
haskell,2020,2,2053
scss,2020,2,2028
powershell,2020,2,1968
systemverilog,2020,2,1897
ocaml,2020,2,1879
vim script,2020,2,1835
lean,2020,2,1750
dockerfile,2020,2,1721
hcl,2020,2,1487
coffeescript,2020,2,1379
erlang,2020,2,1298
r,2020,2,1215
codeql,2020,2,1003
smarty,2020,2,934
julia,2020,2,842
jinja,2020,2,839
yaml,2020,2,833
jsonnet,2020,2,728
fortran,2020,2,655
plpgsql,2020,2,635
f#,2020,2,627
matlab,2020,2,617
puppet,2020,2,616
smalltalk,2020,2,543
vala,2020,2,473
bitbake,2020,2,458
cmake,2020,2,432
verilog,2020,2,427
common lisp,2020,2,421
json,2020,2,418
crystal,2020,2,416
visual basic .net,2020,2,407
elm,2020,2,404
assembly,2020,2,387
webassembly,2020,2,370
abap,2020,2,360
tex,2020,2,335
tsql,2020,2,324
stylus,2020,2,320
gherkin,2020,2,283
purescript,2020,2,273
pawn,2020,2,262
mirc script,2020,2,256
haxe,2020,2,247
coq,2020,2,246
xslt,2020,2,228
roff,2020,2,221
plsql,2020,2,216
nim,2020,2,212
swig,2020,2,199
qml,2020,2,190
glsl,2020,2,182
batchfile,2020,2,173
m4,2020,2,167
pascal,2020,2,167
sourcepawn,2020,2,158
nunjucks,2020,2,146
q,2020,2,146
raku,2020,2,133
mustache,2020,2,133
saltstack,2020,2,125
llvm,2020,2,124
reason,2020,2,121
scheme,2020,2,117
d,2020,2,116
pov-ray sdl,2020,2,100
javascript,2020,3,212385
python,2020,3,198027
java,2020,3,135037
go,2020,3,106440
typescript,2020,3,102279
c++,2020,3,79773
ruby,2020,3,69699
php,2020,3,57435
c#,2020,3,41563
c,2020,3,30573
html,2020,3,26978
shell,2020,3,21146
scala,2020,3,16042
nix,2020,3,12453
kotlin,2020,3,11121
css,2020,3,10631
rust,2020,3,10027
jupyter notebook,2020,3,8691
swift,2020,3,8682
dart,2020,3,8384
starlark,2020,3,8104
groovy,2020,3,5101
dm,2020,3,4666
objective-c,2020,3,4639
elixir,2020,3,3987
vue,2020,3,3166
makefile,2020,3,2996
clojure,2020,3,2553
perl,2020,3,2473
lua,2020,3,2376
scss,2020,3,2063
lean,2020,3,2052
systemverilog,2020,3,1916
vim script,2020,3,1876
haskell,2020,3,1852
emacs lisp,2020,3,1832
ocaml,2020,3,1823
powershell,2020,3,1722
coffeescript,2020,3,1553
dockerfile,2020,3,1540
hcl,2020,3,1464
erlang,2020,3,1270
codeql,2020,3,1011
r,2020,3,852
jinja,2020,3,817
puppet,2020,3,781
julia,2020,3,739
jsonnet,2020,3,704
fortran,2020,3,648
yaml,2020,3,635
smarty,2020,3,601
abap,2020,3,532
common lisp,2020,3,523
plpgsql,2020,3,497
matlab,2020,3,467
f#,2020,3,456
visual basic .net,2020,3,438
smalltalk,2020,3,408
webassembly,2020,3,405
elm,2020,3,382
tex,2020,3,372
bitbake,2020,3,368
roff,2020,3,346
xslt,2020,3,316
stylus,2020,3,315
tsql,2020,3,315
assembly,2020,3,304
cmake,2020,3,294
verilog,2020,3,269
gherkin,2020,3,255
vala,2020,3,237
mirc script,2020,3,213
haxe,2020,3,199
purescript,2020,3,185
coq,2020,3,182
plsql,2020,3,166
markdown,2020,3,154
nim,2020,3,149
json,2020,3,142
raku,2020,3,136
crystal,2020,3,134
pascal,2020,3,130
glsl,2020,3,120
batchfile,2020,3,107
pov-ray sdl,2020,3,101
qml,2020,3,100
python,2020,4,196957
javascript,2020,4,192854
java,2020,4,141231
go,2020,4,96644
typescript,2020,4,94572
c++,2020,4,78677
ruby,2020,4,77366
php,2020,4,62561
c#,2020,4,39853
c,2020,4,32716
html,2020,4,27345
shell,2020,4,21753
scala,2020,4,21235
nix,2020,4,15268
kotlin,2020,4,11212
rust,2020,4,9829
dart,2020,4,8551
css,2020,4,8403
jupyter notebook,2020,4,7988
swift,2020,4,7729
starlark,2020,4,6011
objective-c,2020,4,4417
groovy,2020,4,4353
elixir,2020,4,3855
dm,2020,4,3357
makefile,2020,4,2943
perl,2020,4,2638
lua,2020,4,2611
scss,2020,4,2546
lean,2020,4,2320
vue,2020,4,2284
ocaml,2020,4,2212
clojure,2020,4,2168
systemverilog,2020,4,2079
powershell,2020,4,1848
vim script,2020,4,1844
haskell,2020,4,1793
emacs lisp,2020,4,1742
coffeescript,2020,4,1606
erlang,2020,4,1561
dockerfile,2020,4,1400
hcl,2020,4,1380
codeql,2020,4,953
smarty,2020,4,891
r,2020,4,843
julia,2020,4,823
roff,2020,4,800
jinja,2020,4,755
matlab,2020,4,742
jsonnet,2020,4,585
f#,2020,4,564
plpgsql,2020,4,555
puppet,2020,4,532
purescript,2020,4,515
fortran,2020,4,497
webassembly,2020,4,495
bitbake,2020,4,482
tex,2020,4,468
yaml,2020,4,463
visual basic .net,2020,4,430
assembly,2020,4,414
elm,2020,4,359
tsql,2020,4,325
verilog,2020,4,277
xslt,2020,4,272
common lisp,2020,4,251
cmake,2020,4,250
gherkin,2020,4,245
vala,2020,4,238
smalltalk,2020,4,236
stylus,2020,4,229
mirc script,2020,4,218
crystal,2020,4,207
raku,2020,4,204
coq,2020,4,191
haxe,2020,4,164
cuda,2020,4,152
d,2020,4,152
nim,2020,4,146
pascal,2020,4,145
nunjucks,2020,4,136
glsl,2020,4,130
xtend,2020,4,128
postscript,2020,4,126
saltstack,2020,4,123
visual basic,2020,4,119
markdown,2020,4,104
standard ml,2020,4,103
sourcepawn,2020,4,103
q,2020,4,100
python,2021,1,193698
javascript,2021,1,188179
java,2021,1,123189
typescript,2021,1,92310
go,2021,1,89986
ruby,2021,1,82686
c++,2021,1,73674
php,2021,1,55708
c#,2021,1,38167
c,2021,1,34126
html,2021,1,25867
shell,2021,1,23617
scala,2021,1,20387
nix,2021,1,17286
kotlin,2021,1,11204
dart,2021,1,9029
css,2021,1,8459
rust,2021,1,8446
jupyter notebook,2021,1,7581
swift,2021,1,6687
starlark,2021,1,5198
dm,2021,1,4288
groovy,2021,1,3921
objective-c,2021,1,3767
elixir,2021,1,3384
makefile,2021,1,2947
scss,2021,1,2886
lean,2021,1,2685
lua,2021,1,2433
perl,2021,1,2353
vue,2021,1,2287
systemverilog,2021,1,2267
emacs lisp,2021,1,2086
erlang,2021,1,1801
clojure,2021,1,1724
coffeescript,2021,1,1698
haskell,2021,1,1621
powershell,2021,1,1614
ocaml,2021,1,1594
dockerfile,2021,1,1560
vim script,2021,1,1451
hcl,2021,1,1354
codeql,2021,1,1143
r,2021,1,901
jinja,2021,1,794
julia,2021,1,733
jsonnet,2021,1,729
roff,2021,1,689
visual basic .net,2021,1,654
smarty,2021,1,625
coq,2021,1,621
purescript,2021,1,560
fortran,2021,1,541
plpgsql,2021,1,461
matlab,2021,1,461
webassembly,2021,1,456
f#,2021,1,452
puppet,2021,1,439
tex,2021,1,425
bitbake,2021,1,417
elm,2021,1,414
verilog,2021,1,390
yaml,2021,1,348
assembly,2021,1,320
xslt,2021,1,291
gherkin,2021,1,284
common lisp,2021,1,277
tsql,2021,1,273
nim,2021,1,272
stylus,2021,1,268
crystal,2021,1,265
json,2021,1,264
cmake,2021,1,257
smalltalk,2021,1,241
vala,2021,1,234
mirc script,2021,1,230
pascal,2021,1,224
cuda,2021,1,221
xtend,2021,1,185
blitzbasic,2021,1,153
d,2021,1,153
markdown,2021,1,149
batchfile,2021,1,143
objective-c++,2021,1,140
saltstack,2021,1,133
standard ml,2021,1,118
postscript,2021,1,116
visual basic,2021,1,115
haxe,2021,1,115
raku,2021,1,113
sourcepawn,2021,1,111
m4,2021,1,109
swig,2021,1,108
glsl,2021,1,101
python,2021,2,186461
javascript,2021,2,185583
java,2021,2,132615
typescript,2021,2,100302
go,2021,2,85207
ruby,2021,2,76858
c++,2021,2,69948
php,2021,2,51626
c#,2021,2,35801
c,2021,2,30580
html,2021,2,26180
scala,2021,2,24851
shell,2021,2,24380
nix,2021,2,17318
kotlin,2021,2,10376
css,2021,2,9336
dart,2021,2,8378
rust,2021,2,7924
jupyter notebook,2021,2,6522
swift,2021,2,6084
starlark,2021,2,4753
groovy,2021,2,3151
elixir,2021,2,3117
objective-c,2021,2,3101
dm,2021,2,3054
scss,2021,2,2763
vue,2021,2,2596
systemverilog,2021,2,2282
makefile,2021,2,2257
lean,2021,2,2192
lua,2021,2,2106
perl,2021,2,2076
emacs lisp,2021,2,2018
ocaml,2021,2,1972
clojure,2021,2,1652
haskell,2021,2,1618
erlang,2021,2,1575
dockerfile,2021,2,1503
coffeescript,2021,2,1420
hcl,2021,2,1276
r,2021,2,966
powershell,2021,2,956
vim script,2021,2,941
codeql,2021,2,885
julia,2021,2,778
roff,2021,2,680
jsonnet,2021,2,674
jinja,2021,2,673
verilog,2021,2,651
smarty,2021,2,563
puppet,2021,2,537
matlab,2021,2,523
fortran,2021,2,481
yaml,2021,2,464
f#,2021,2,448
visual basic .net,2021,2,443
coq,2021,2,429
elm,2021,2,418
plpgsql,2021,2,405
bitbake,2021,2,343
smalltalk,2021,2,337
xslt,2021,2,299
gherkin,2021,2,287
webassembly,2021,2,283
assembly,2021,2,282
tex,2021,2,274
tsql,2021,2,271
nim,2021,2,264
stylus,2021,2,251
mirc script,2021,2,238
vala,2021,2,236
common lisp,2021,2,207
glsl,2021,2,206
markdown,2021,2,187
crystal,2021,2,164
m4,2021,2,156
cuda,2021,2,156
nunjucks,2021,2,150
raku,2021,2,149
pawn,2021,2,135
purescript,2021,2,121
cmake,2021,2,118
objective-c++,2021,2,115
qml,2021,2,113
python,2021,3,165981
javascript,2021,3,154656
java,2021,3,122349
typescript,2021,3,95523
go,2021,3,83631
c++,2021,3,62522
ruby,2021,3,62260
php,2021,3,47088
c#,2021,3,32354
c,2021,3,26528
html,2021,3,23541
shell,2021,3,20291
nix,2021,3,19438
scala,2021,3,16275
kotlin,2021,3,9648
css,2021,3,8242
dart,2021,3,7057
rust,2021,3,6677
swift,2021,3,6611
jupyter notebook,2021,3,6479
starlark,2021,3,4376
dm,2021,3,3258
groovy,2021,3,3150
elixir,2021,3,2948
objective-c,2021,3,2907
scss,2021,3,2801
lean,2021,3,2434
perl,2021,3,2409
vue,2021,3,2281
makefile,2021,3,2211
ocaml,2021,3,1961
systemverilog,2021,3,1884
clojure,2021,3,1725
erlang,2021,3,1569
dockerfile,2021,3,1563
lua,2021,3,1439
haskell,2021,3,1417
emacs lisp,2021,3,1355
coffeescript,2021,3,1280
hcl,2021,3,1001
verilog,2021,3,899
vim script,2021,3,872
codeql,2021,3,868
jsonnet,2021,3,786
r,2021,3,767
powershell,2021,3,720
julia,2021,3,653
smarty,2021,3,579
jinja,2021,3,574
roff,2021,3,537
f#,2021,3,528
elm,2021,3,454
fortran,2021,3,453
matlab,2021,3,448
plpgsql,2021,3,446
bitbake,2021,3,445
visual basic .net,2021,3,410
vala,2021,3,384
yaml,2021,3,378
webassembly,2021,3,369
puppet,2021,3,359
coq,2021,3,293
assembly,2021,3,270
stylus,2021,3,267
smalltalk,2021,3,266
tex,2021,3,257
xslt,2021,3,252
gherkin,2021,3,249
mirc script,2021,3,211
nim,2021,3,190
tsql,2021,3,179
cuda,2021,3,177
purescript,2021,3,171
json,2021,3,166
crystal,2021,3,163
cmake,2021,3,157
common lisp,2021,3,147
markdown,2021,3,145
objective-c++,2021,3,139
batchfile,2021,3,115
pov-ray sdl,2021,3,114
qml,2021,3,111
svelte,2021,3,110
m4,2021,3,107
python,2021,4,130149
javascript,2021,4,102612
java,2021,4,88684
typescript,2021,4,61047
go,2021,4,59184
c++,2021,4,48447
ruby,2021,4,44832
php,2021,4,38201
c#,2021,4,24426
c,2021,4,22792
nix,2021,4,17594
html,2021,4,17216
shell,2021,4,15836
scala,2021,4,14883
kotlin,2021,4,7437
starlark,2021,4,5400
dart,2021,4,5042
rust,2021,4,4968
jupyter notebook,2021,4,4922
swift,2021,4,4709
css,2021,4,3991
groovy,2021,4,2572
lean,2021,4,2349
elixir,2021,4,2262
dm,2021,4,2180
scss,2021,4,2082
objective-c,2021,4,1754
ocaml,2021,4,1745
makefile,2021,4,1736
systemverilog,2021,4,1688
perl,2021,4,1676
lua,2021,4,1442
erlang,2021,4,1354
haskell,2021,4,1353
dockerfile,2021,4,1039
clojure,2021,4,1005
emacs lisp,2021,4,997
vue,2021,4,942
hcl,2021,4,902
powershell,2021,4,827
codeql,2021,4,790
jsonnet,2021,4,714
jinja,2021,4,670
verilog,2021,4,645
coffeescript,2021,4,591
r,2021,4,567
smarty,2021,4,515
roff,2021,4,444
julia,2021,4,428
vim script,2021,4,401
f#,2021,4,367
matlab,2021,4,338
puppet,2021,4,332
elm,2021,4,323
bitbake,2021,4,306
plpgsql,2021,4,304
fortran,2021,4,289
vala,2021,4,280
tex,2021,4,279
yaml,2021,4,260
visual basic .net,2021,4,246
webassembly,2021,4,238
stylus,2021,4,219
assembly,2021,4,210
coq,2021,4,168
batchfile,2021,4,158
svelte,2021,4,156
xslt,2021,4,151
game maker language,2021,4,148
cuda,2021,4,131
cmake,2021,4,126
json,2021,4,125
nunjucks,2021,4,114
swig,2021,4,113
raku,2021,4,113
pascal,2021,4,105
nim,2021,4,102
qml,2021,4,102
gherkin,2021,4,100
javascript,2022,1,1296
python,2022,1,788
java,2022,1,608
typescript,2022,1,544
ruby,2022,1,483
php,2022,1,445
c++,2022,1,349
nix,2022,1,279
go,2022,1,206
c#,2022,1,187
c,2022,1,152
html,2022,1,134
scala,2022,1,110
shell,2022,1,103
